transformed_input_for_generation,target
"Speaker SHELDON: Ah…I do so love beverages. 
Speaker SHELDON: Now I think I'll take my after-dinner walk. 
Speaker LEONARD: Since when do you take after-dinner walks? 
Speaker HOWARD: Yeah, since when do you take walks? 
Speaker SHELDON: ","I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye."
"Speaker LEONARD: Hey. 
Speaker PENNY: Hey. 
Speaker LEONARD: A little mood lighting, huh? 
Speaker PENNY: ","When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience."
"Speaker HOWARD: Wow. 
Speaker PENNY: You're engaged to my friend. 
Speaker HOWARD: Hey, Bernadette doesn't mind where I get my motor running, as long as I park in the right garage. 
Speaker PENNY: I can't believe you're engaged to my friend. 
Speaker HOWARD: ",Smart. Whisper so the deaf chick can't hear you.
"Speaker DOROTHY: Well ofcourse Blanche , they did it in that movie. 
Speaker ROSE: What movie? 
Speaker DOROTHY: ",Lords of Arabia
"Speaker CHANDLER: Oh you've got to be kidding me. 
Speaker MONICA: What? 
Speaker PERSON: As a wedding gift to you, the hotel would like to give you the honeymoon suite. 
Speaker MONICA: ",No!! You have been screwing us all day!
"Speaker RACHEL: Yes! And he said really mean things that were only partly true. 
Speaker JOEY: I'm gonna go down there and teach that guy a lesson. 
Speaker MONICA: Joey, please don't do that. I think it's best that we just forget about it. 
Speaker RACHEL: ","That's easy for you to say, you weren't almost just killed."
"Speaker PERSON: Oh good, you're here. Yeah, and I was worried that it was going to be uncomfortable. 
Speaker RACHEL: I know Mona, just hear me out. First of all, I'm so sorry about my father yelling at you, but I heard you totally held your own. 
Speaker RACHEL: ",You're gonna have to tell me how you did that.
"Speaker RACHEL: You know what else I'm not gonna miss? ""I'm Monica. I wash the toilet 17 times a day. 
Speaker RACHEL: ","Even if people are on it!"""
"Speaker DOROTHY: Your kidney? 
Speaker BLANCHE: My kidney. 
Speaker ROSE: Why would she need a kidney? 
Speaker DOROTHY: ",To feed the cat Rose.
"Speaker ROSE: Hi Dorothy, cooking? 
Speaker DOROTHY: ","No Rose, I am developing pictures from the magellan space probe"
"Speaker MONICA: David who? 
Speaker PHOEBE: David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David! 
Speaker CHANDLER: Oh my God! 
Speaker PHOEBE: ","Oh, you say someone's name enough, they turn around."
"Speaker RACHEL: Y'know what, actually ..   Okay, okay, okay, what's so funny over here? 
Speaker PERSON: I thought you didn't smoke. 
Speaker RACHEL: Oh, I thought you guys meant marijuana cigarettes, y'know? 
Speaker RACHEL: ","Y'know what I mean, like dubbies?"
"Speaker CHANDLER: Still upset because I saw her boobies. 
Speaker ROSS: Well what? What were you doing seeing her boobies? 
Speaker CHANDLER: ",It was an accident. Not like I was across the street with a telescope and a box of donuts.
"Speaker PERSON: This will be your phone. 
Speaker JOEY: That's great. But uh, I'm not really expecting a lot of calls. 
Speaker PERSON: No you answer it and take pledges. 
Speaker JOEY: ",But I'm the host!
"Speaker RACHEL: Pheebs, that's great! 
Speaker PHOEBE: Oh, yay! 
Speaker RACHEL: But y'know umm, Rachel doesn't rhyme with draddle. 
Speaker PHOEBE: ",I know but it's so hard! Nothing rhymes with your stupid name!
"Speaker SHELDON: Why not? It seems like you're improvising your entire curriculum. 
Speaker PENNY: This is all about listening and responding. 
Speaker SHELDON: Gotcha. 
Speaker PENNY: I'm going to create a character and a situation, and you just jump in when you feel it. 
Speaker SHELDON: All right. 
Speaker PENNY: All right. 
Speaker SHELDON: Action. 
Speaker PENNY: Okay, it's not a movie. It's improv. So no one calls ""action."" 
Speaker SHELDON: ","Hey, you taught me something. Who would have thought it?"
"Speaker PERSON: Mr. and Mrs. Wolowitz? 
Speaker PERSON: As far as I can tell, your bag arrived in Los Angeles. 
Speaker BERNADETTE: So, where is it? 
Speaker PERSON: ","I don't know, perhaps somebody took it off the carousel by mistake?"
"Speaker LEONARD: Do you really want him to write back? 
Speaker SHELDON: Yeah, I do. No matter how he responds, I am going to destroy him with a picture of a bored cat saying, ""Oh, really?"" 
Speaker LEONARD: Me-wow. 
Speaker RAJ: ","I've, uh, created some other user accounts so I can post positive comments about their paper."
"Speaker PENNY: Damn. 
Speaker AMY: Well, at least when we do make love, Sheldon won't be thinking about his mother. 
Speaker AMY: And yes, that is a cleverly veiled reference to Howard's lifelong obsession to crawl back into her spacious womb. 
Speaker PENNY: ","Anyway, to this day, I still can't see a box of crayons without crossing my legs."
"Speaker PERSON: That's what I love about science-- there's no one right answer. 
Speaker LEONARD: So...you and Zack again, huh? 
Speaker PENNY: Yeah, yeah, me and Zack again. 
Speaker PERSON: Were we here earlier? 
Speaker PENNY: Okay, we should, we should go. 
Speaker PERSON: Ah, not yet. I want to talk science with the science dudes. 
Speaker HOWARD: ","Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?"
"Speaker MONICA: Well then we still have a problem. 
Speaker CHANDLER: Yeah! 
Speaker PHOEBE: With what? 
Speaker MONICA: ","Well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies."
"Speaker JOEY: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? 
Speaker RACHEL: ",That is the coast guard!
"Speaker JOEY: Hey Chandler!, come on in we are knitting pot holders. 
Speaker CHANDLER: ",No thanks Josephine!
"Speaker CHANDLER: Okay, I am officially unpacked. Thanks for helping me man. Joey? 
Speaker CHANDLER: ","Oh my god, you almost gave me a heart attack!"
"Speaker DOROTHY: Oh I am so nervous. Have you ever given an eulogy? 
Speaker ROSE: You mean at a funeral? 
Speaker DOROTHY: ","No Rose, at a pie eating contest."
"Speaker HOWARD: Would you have opened the door if you knew it was me? 
Speaker PENNY: Not since I found out the teddy bear you gave me had a webcam in it. 
Speaker HOWARD: ",I just have a question. Does Bernadette ever talk about me?
"Speaker PERSON: Rajesh!
You up?
You ready for breakfast? 
Speaker RAJ: Oh, boy. Breakfast. 
Speaker HOWARD: Okay, Raj, listen to me.
You need to get out of there. 
Speaker RAJ: But I have a cream sherry hangover and I smell blintzes. 
Speaker HOWARD: If you don't leave now, she'll use food and guilt to keep you there for the rest of your life. 
Speaker RAJ: Oh, Howard, stop. 
Speaker HOWARD: ","Trust me, you're not Jewish. That's how they get you."
"Speaker MONICA: Hey 
Speaker CHANDLER: Hey, where's the birthday girl? 
Speaker RACHEL: Oh she is still napping. 
Speaker CHANDLER: ","Oh sure, she was probably up all night excited about the party she knows is happening."
"Speaker SHELDON: I want grilled cheese. 
Speaker SHELDON: ",Do you think Penny will come here and take care of us?
"Speaker PHOEBE: You know what I just realized? Joker is poker with a J. Coincidence? 
Speaker CHANDLER: ","Hey, that's Joincidence with a C"
"Speaker CHANDLER: What? 
Speaker JOEY: The ring is gone! 
Speaker CHANDLER: Ugh. 
Speaker CHANDLER: ","Just a sec, give me a minute to wake up for this,Ah-ha-ha!!"
"Speaker BERNADETTE: So, what are you working on these days? 
Speaker AMY: I'm studying one-celled organisms to try and find the neurochemicals that lead to the feeling of shame. 
Speaker BERNADETTE: What would a one-celled organism have to be embarrassed about? 
Speaker PENNY: ","Same as all of us, getting out of a car without underwear."
"Speaker CHANDLER: You roll another hard eight and we get married here tonight. 
Speaker MONICA: Are you serious?! 
Speaker CHANDLER: Yes! I love you! 
Speaker MONICA: ",I've never loved anybody as much as I love you.
"Speaker MONICA: You wanna hear something that sucks. 
Speaker CHANDLER: Do I ever. 
Speaker MONICA: Chris says they're closing down the bar. 
Speaker CHANDLER: ",No way!
"Speaker SHELDON: See, by attaching RFID tags to my clothing, it will enable my laptop to read and identify the items with this wand. 
Speaker SHELDON: I will then cross-reference them against destination, anticipated activity spectrum, weather conditions, duration of trip, et cetera. 
Speaker LEONARD: That does sound much simpler. 
Speaker LEONARD: How long is this going to take? 
Speaker SHELDON: ","Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation."
"Speaker CHANDLER: Okay, lets find these birds. 
Speaker JOEY: Wait wait, you hear that? There are in the table? 
Speaker CHANDLER: That can't be good 
Speaker JOEY: We have to get them out of there 
Speaker CHANDLER: how? 
Speaker JOEY: Maybe we can lure them out, you know of any bird calls? 
Speaker CHANDLER: ",Oh tons. I am quite the woodsman.
"Speaker SHELDON: Howard and Bernadette, Raj and his girlfriend, Penny and Chardonnay, Penny and you. 
Speaker LEONARD: There isn't any ranking. 
Speaker LEONARD: And if there were, we wouldn't be at the bottom of it. 
Speaker PENNY: Yeah, and actually, I drink Sauvignon Blanc. 
Speaker LEONARD: That's the part you have a problem with? 
Speaker PENNY: Relax. 
Speaker AMY: ","There they go, fighting again. You'd never hear her talk that way to Sauvignon Blanc."
"Speaker ROSS: Whoa Let me start by uh, by introducing myself, I am Professor Geller. 
Speaker ROSS: ","So to sum up, I'm Professor Geller."
"Speaker LEONARD: I guess they really do read their mail. 
Speaker SHELDON: Hey, isn't that Professor Proton? 
Speaker LEONARD: Oh, yeah. 
Speaker SHELDON: Look at him, just standing in line like he wasn't moderately famous 30 years ago. 
Speaker SHELDON: - Let's go say hello. 
Speaker LEONARD: - Oh, maybe we shouldn't bother him. 
Speaker SHELDON: ","I'm not going to bother him, I'm going to talk to him."
"Speaker CHANDLER: Pickin up wedding dresses. Wapah. 
Speaker ROSS: Whats wapah 
Speaker CHANDLER: You now, whipped. Wapah 
Speaker JOEY: That's not whipped 
Speaker CHANDLER: That's what I did, wapah. 
Speaker JOEY: ",You can't do anything.
"Speaker PERSON: Will you get me a white zinfandel and glass of red for Janice. 
Speaker CHANDLER: ",Janice? Janice?
